customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,lfm_cluster,low_trust_flag,dissatisfied_flag,flight_risk_flag,soft_score,log_balance,lfm_score_norm,soft_score_norm,final_churn_risk_score,risk_category
15659428,520,2,0,42,6,0.0,2,1,1,34410.55,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15732963,722,2,0,29,9,0.0,2,1,1,142033.07,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15794171,475,0,0,45,0,134264.04,1,1,0,27822.99,1,0,1,1,0,2,11.807571035891401,0.0,0.6666666666666666,0.3333333333333333,Medium Risk
15788448,490,2,1,31,3,145260.23,1,0,1,114066.77,0,0,1,0,0,1,11.886288986699691,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15729599,804,2,1,33,7,76548.6,1,0,1,98453.45,0,0,0,0,0,0,11.245694175729264,0.0,0.0,0.0,Low Risk
15717426,850,0,1,36,7,0.0,1,1,1,40812.9,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15585768,582,1,1,41,6,70349.48,2,0,1,178074.04,0,2,0,0,0,0,11.161244885546976,1.0,0.0,0.5,Medium Risk
15619360,472,2,1,40,4,0.0,1,1,0,70154.22,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15738148,465,0,0,51,8,122522.32,1,0,0,181297.65,1,0,1,0,0,1,11.716056658196294,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15687946,556,0,0,61,2,117419.35,1,1,1,94153.83,0,0,0,0,0,0,11.673515510366588,0.0,0.0,0.0,Low Risk
15755196,834,0,0,49,2,131394.56,1,0,0,194365.76,1,0,0,1,0,1,11.785967594507415,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15684171,660,2,0,61,5,155931.11,1,1,1,158338.39,0,0,0,0,0,0,11.957175999200325,0.0,0.0,0.0,Low Risk
15754849,776,1,0,32,4,109421.13,2,1,1,126517.46,0,2,0,0,0,0,11.602968433705083,1.0,0.0,0.5,Medium Risk
15602280,829,1,0,27,9,112045.67,1,1,1,119708.21,1,0,0,0,0,0,11.626670759911956,0.0,0.0,0.0,Low Risk
15771573,637,1,0,39,9,137843.8,1,1,1,117622.8,1,0,0,0,0,0,11.833883693578674,0.0,0.0,0.0,Low Risk
15766205,550,1,1,38,2,103391.38,1,0,1,90878.13,0,0,0,0,0,0,11.546286543950185,0.0,0.0,0.0,Low Risk
15771873,776,1,0,37,2,103769.22,2,1,0,194099.12,0,2,0,1,0,1,11.549934310670317,1.0,0.3333333333333333,0.6666666666666666,High Risk
15616550,698,1,1,44,10,116363.37,2,1,0,198059.16,0,2,0,0,0,0,11.664481667765054,1.0,0.0,0.5,Medium Risk
15768193,585,1,1,36,5,146050.97,2,0,0,86424.57,0,2,0,0,0,0,11.891717796256243,1.0,0.0,0.5,Medium Risk
15683553,788,0,0,33,5,0.0,2,0,0,116978.19,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15702298,655,1,1,41,8,125561.97,1,0,0,164040.94,1,0,0,0,0,0,11.740562664706083,0.0,0.0,0.0,Low Risk
15569590,601,1,1,42,1,98495.72,1,1,0,40014.76,1,0,0,1,0,1,11.497778527113354,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15760861,619,0,1,43,1,125211.92,1,1,1,113410.49,0,0,0,0,0,0,11.737770927212088,0.0,0.0,0.0,Low Risk
15630053,656,0,1,45,5,127864.4,1,1,0,87107.57,0,0,0,0,0,0,11.758733427122003,0.0,0.0,0.0,Low Risk
15647091,725,1,1,19,0,75888.2,1,0,0,45613.75,0,0,0,1,0,1,11.237029660769066,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15804771,614,0,1,51,4,40685.92,1,1,1,46775.28,0,0,0,0,0,0,10.613661943857002,0.0,0.0,0.0,Low Risk
15651280,742,1,1,35,5,136857.0,1,0,0,84509.57,0,0,0,0,0,0,11.826699170926089,0.0,0.0,0.0,Low Risk
15773469,687,1,0,27,9,152328.88,2,0,0,126494.82,0,2,0,0,0,0,11.933803711367029,1.0,0.0,0.5,Medium Risk
15702014,555,2,1,33,1,56084.69,2,0,0,178798.13,0,1,0,1,0,1,10.934635978758394,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15751208,684,2,1,56,8,78707.16,1,1,1,99398.36,0,0,0,0,0,0,11.273502113909878,0.0,0.0,0.0,Low Risk
15592461,603,1,1,26,4,109166.37,1,1,1,92840.67,0,0,0,0,0,0,11.600637488116671,0.0,0.0,0.0,Low Risk
15789484,751,1,0,36,6,169831.46,2,1,1,27758.36,0,2,0,0,0,0,12.042567700667217,1.0,0.0,0.5,Medium Risk
15696061,581,1,0,34,1,101633.04,1,1,0,110431.51,0,0,0,1,0,1,11.529133797383441,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15641582,735,1,1,43,10,123180.01,2,1,1,196673.28,0,2,0,0,0,0,11.721410178590435,1.0,0.0,0.5,Medium Risk
15638424,661,1,0,35,5,150725.53,2,0,1,113656.85,0,2,0,0,0,0,11.923222414243224,1.0,0.0,0.5,Medium Risk
15755648,675,0,0,21,8,98373.26,1,1,0,18203.0,0,0,0,0,0,0,11.496534463455072,0.0,0.0,0.0,Low Risk
15703793,738,1,1,58,2,133745.44,4,1,0,28373.86,1,2,0,1,0,1,11.803701047581589,1.0,0.3333333333333333,0.6666666666666666,High Risk
15620344,813,0,1,29,6,0.0,1,1,0,33953.87,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15812518,657,2,0,37,0,163607.18,1,0,1,44203.55,0,0,0,0,0,0,12.005229701900825,0.0,0.0,0.0,Low Risk
15779052,604,1,0,25,5,157780.84,2,1,1,58426.81,0,2,0,0,0,0,11.968968598388662,1.0,0.0,0.5,Medium Risk
15770811,519,0,1,36,9,0.0,2,0,1,145562.4,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15780961,735,0,0,21,1,178718.19,2,1,0,22388.0,0,2,0,1,0,1,12.093571082063571,1.0,0.3333333333333333,0.6666666666666666,High Risk
15614049,664,0,1,55,8,0.0,2,1,1,139161.64,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15662085,678,0,0,32,9,0.0,1,1,1,148210.64,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15575185,757,2,1,33,5,77253.22,1,0,1,194239.63,0,0,0,0,0,0,11.254856821099661,0.0,0.0,0.0,Low Risk
15803136,416,1,0,41,10,122189.66,2,1,0,98301.61,0,2,1,0,0,1,11.713337890719993,1.0,0.3333333333333333,0.6666666666666666,High Risk
15706021,665,0,0,34,1,96645.54,2,0,0,171413.66,0,2,0,1,0,1,11.47881568471993,1.0,0.3333333333333333,0.6666666666666666,High Risk
15663706,777,0,0,32,2,0.0,1,1,0,136458.19,1,1,0,1,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15641732,543,0,0,36,3,0.0,2,0,0,26019.59,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15701164,506,0,0,34,4,90307.62,1,1,1,159235.29,0,0,1,0,0,1,11.410988194428281,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15738751,493,0,0,46,4,0.0,2,1,0,1907.66,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15762418,750,2,1,22,3,121681.82,1,1,0,128643.35,1,0,0,0,0,0,11.709173102207032,0.0,0.0,0.0,Low Risk
15625759,729,0,1,30,9,0.0,2,1,0,151869.35,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15622897,646,0,0,46,4,0.0,3,1,0,93251.42,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15767954,635,1,0,28,3,81623.67,2,1,1,156791.36,0,2,0,0,0,0,11.30988682369154,1.0,0.0,0.5,Medium Risk
15757535,647,2,0,44,5,0.0,3,1,1,174205.22,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15731511,808,0,1,45,7,118626.55,2,1,0,147132.46,0,2,0,0,0,0,11.683744031993093,1.0,0.0,0.5,Medium Risk
15809248,524,0,0,36,10,0.0,2,1,0,109614.57,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15640635,769,0,1,29,8,0.0,2,1,1,172290.61,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15676966,730,2,1,42,4,0.0,2,0,1,85982.47,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15699461,515,2,1,35,10,176273.95,1,0,1,121277.78,0,0,1,0,0,1,12.079800270939492,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15738721,773,2,1,41,9,102827.44,1,0,1,64595.25,0,0,0,0,0,0,11.540817247438122,0.0,0.0,0.0,Low Risk
15693683,814,1,1,29,8,97086.4,2,1,1,197276.13,0,2,0,0,0,0,11.48336688272866,1.0,0.0,0.5,Medium Risk
15604348,710,2,1,22,8,0.0,2,0,0,99645.04,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15633059,413,0,1,34,9,0.0,2,0,0,6534.18,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15808582,665,0,0,40,6,0.0,1,1,1,161848.03,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15743192,623,0,0,44,6,0.0,2,0,0,167162.43,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15580146,738,0,1,31,9,82674.15,1,1,0,41970.72,0,0,0,0,0,0,11.322674352181581,0.0,0.0,0.0,Low Risk
15776605,528,2,1,36,7,0.0,2,1,0,60536.56,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15613854,622,2,0,46,4,107073.27,2,1,1,30984.59,1,2,0,0,0,0,11.581277984809152,1.0,0.0,0.5,Medium Risk
15599195,582,1,1,32,1,88938.62,1,1,1,10054.53,0,0,0,0,0,0,11.395712991512273,0.0,0.0,0.0,Low Risk
15812878,785,1,0,36,2,99806.85,1,0,1,36976.52,0,0,0,0,0,0,11.51100211652086,0.0,0.0,0.0,Low Risk
15602312,605,2,1,33,5,150092.8,1,0,0,71862.79,0,0,0,0,0,0,11.91901571097231,0.0,0.0,0.0,Low Risk
15744689,479,1,1,35,9,92833.89,1,1,0,99449.86,1,0,1,0,0,1,11.438577817942932,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15803526,685,1,1,30,3,90536.81,1,0,1,63082.88,0,0,0,0,0,0,11.413522832493301,0.0,0.0,0.0,Low Risk
15665790,538,1,1,39,7,108055.1,2,1,0,27231.26,0,2,1,0,0,1,11.590405815686237,1.0,0.3333333333333333,0.6666666666666666,High Risk
15715951,562,0,1,42,2,100238.35,1,0,0,86797.41,0,0,0,1,0,1,11.515316105111575,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15591100,675,2,1,36,9,106190.55,1,0,1,22994.32,0,0,0,0,0,0,11.572999817769375,0.0,0.0,0.0,Low Risk
15609618,721,1,1,28,9,154475.54,2,0,1,101300.94,1,2,0,0,0,0,11.947797519130175,1.0,0.0,0.5,Medium Risk
15675522,628,1,0,30,9,132351.29,2,1,1,74169.13,0,2,0,0,0,0,11.793222510112283,1.0,0.0,0.5,Medium Risk
15705512,668,1,0,37,6,167864.4,1,1,0,115638.29,0,0,0,0,0,0,12.030917746784583,0.0,0.0,0.0,Low Risk
15698028,506,0,0,41,1,0.0,2,1,0,31766.3,0,1,1,1,1,3,0.0,0.5,1.0,0.75,High Risk
15661670,524,1,0,31,8,107818.63,1,1,0,199725.39,1,0,1,0,0,1,11.588215017354436,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15600781,699,1,1,34,4,185173.81,2,1,0,120834.48,0,2,0,0,0,0,12.12905557682453,1.0,0.0,0.5,Medium Risk
15682472,828,0,1,34,8,129433.34,2,0,0,38131.77,0,2,0,0,0,0,11.770929004513034,1.0,0.0,0.5,Medium Risk
15580203,674,2,1,39,6,120193.42,1,0,0,100130.95,0,0,0,0,0,0,11.696865877376728,0.0,0.0,0.0,Low Risk
15690673,656,0,0,39,6,0.0,2,1,0,141069.88,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15760085,684,1,0,48,10,126384.42,1,1,1,198129.36,0,0,0,0,0,0,11.747091405940525,0.0,0.0,0.0,Low Risk
15779659,625,0,0,28,3,0.0,1,0,0,183646.41,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15627360,432,0,1,42,9,152603.45,1,1,0,110265.24,1,0,1,0,0,1,11.93560455861308,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15671137,549,0,0,52,1,0.0,1,0,1,8636.05,1,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15782688,625,1,1,56,0,148507.24,1,1,0,46824.08,1,0,0,1,0,1,11.908395723900965,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15575492,828,0,0,41,7,0.0,2,1,0,171378.77,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15591607,770,0,1,24,9,101827.07,1,1,0,167256.35,0,0,0,0,0,0,11.531041081828874,0.0,0.0,0.0,Low Risk
15740404,758,0,0,34,3,0.0,2,1,1,124226.16,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15718369,795,1,0,33,9,130862.43,1,1,1,114935.21,0,0,0,0,0,0,11.781909539298317,0.0,0.0,0.0,Low Risk
15677871,687,0,1,38,9,122570.87,1,1,1,35608.88,0,0,0,0,0,0,11.716452830806903,0.0,0.0,0.0,Low Risk
15642004,686,0,1,25,1,0.0,2,0,1,16459.37,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15712543,789,1,1,39,7,124828.46,2,1,1,124411.08,0,2,0,0,0,0,11.734703764752538,1.0,0.0,0.5,Medium Risk
15584518,589,1,0,50,5,144895.05,2,1,1,34941.23,0,2,0,0,0,0,11.883771867757774,1.0,0.0,0.5,Medium Risk
15802381,461,1,0,34,5,63663.93,1,0,1,167784.28,0,0,1,0,0,1,11.061389140501708,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15610156,637,0,1,40,2,133463.1,1,0,1,93165.34,0,0,0,0,0,0,11.80158780680095,0.0,0.0,0.0,Low Risk
15594408,584,2,0,48,2,213146.2,1,1,0,75161.25,1,0,0,1,0,1,12.269738285818077,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15640905,579,2,0,35,1,129490.36,2,0,1,8590.83,1,2,0,0,0,0,11.771369439749257,1.0,0.0,0.5,Medium Risk
15698932,756,1,1,44,10,137452.09,1,1,0,189543.9,0,0,0,0,0,0,11.831037974242847,0.0,0.0,0.0,Low Risk
15724944,663,0,1,34,7,0.0,2,1,1,180427.24,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15628145,682,0,0,43,5,125851.93,1,1,1,193318.33,0,0,0,0,0,0,11.742869281976994,0.0,0.0,0.0,Low Risk
15713483,793,2,1,52,2,0.0,1,1,0,159123.82,1,1,0,1,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15612350,691,0,0,31,5,40915.55,1,1,0,126213.84,1,0,0,0,0,0,10.619289905660763,0.0,0.0,0.0,Low Risk
15800703,485,2,0,21,5,113157.22,1,1,1,54141.5,0,0,1,0,0,1,11.636542295351878,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15705707,635,2,0,29,8,138296.94,2,1,0,141075.51,0,2,0,0,0,0,11.837165622386456,1.0,0.0,0.5,Medium Risk
15754105,650,0,1,37,5,106967.18,1,0,0,24495.03,0,0,0,0,0,0,11.580286686039328,0.0,0.0,0.0,Low Risk
15703264,735,0,1,44,9,120681.63,1,1,0,74836.34,0,0,0,0,0,0,11.700919486207555,0.0,0.0,0.0,Low Risk
15794413,416,0,1,32,0,0.0,2,0,1,878.87,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15650237,754,2,0,32,7,0.0,2,1,0,89520.75,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15759618,535,0,0,48,9,0.0,1,1,0,149892.79,1,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15811589,716,2,1,42,8,0.0,2,1,0,180800.42,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15689044,539,0,1,37,2,127609.59,1,1,0,98646.22,0,0,1,1,0,2,11.756738640179446,0.0,0.6666666666666666,0.3333333333333333,Medium Risk
15709368,614,0,0,43,6,0.0,2,1,1,109041.53,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15679145,706,2,1,57,7,0.0,1,1,0,17941.16,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15655007,758,0,0,33,7,0.0,2,0,0,82996.47,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15623595,586,2,0,28,2,0.0,2,1,1,92067.35,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15804017,631,1,0,33,4,123246.7,1,0,0,112687.57,0,0,0,0,0,0,11.721951430473206,0.0,0.0,0.0,Low Risk
15692132,717,2,0,22,6,101060.25,1,0,1,84699.56,0,0,0,0,0,0,11.523482047659174,0.0,0.0,0.0,Low Risk
15641122,684,0,1,30,2,0.0,2,1,0,83473.82,0,1,0,1,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15630910,800,0,0,49,7,108007.36,1,0,0,47125.11,0,0,0,0,0,0,11.589963910517966,0.0,0.0,0.0,Low Risk
15680772,721,2,0,36,2,0.0,2,1,1,106977.8,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15658929,683,2,1,29,0,133702.89,1,1,0,55582.54,1,0,0,1,0,1,11.803382857655565,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15585388,660,1,1,31,9,125189.75,2,1,1,139874.43,0,2,0,0,0,0,11.737593853129605,1.0,0.0,0.5,Medium Risk
15724623,704,1,0,24,7,113034.22,1,1,0,162503.48,1,0,0,0,0,0,11.635454730547846,0.0,0.0,0.0,Low Risk
15588537,615,2,0,41,9,109013.23,1,1,0,196499.96,0,0,0,0,0,0,11.599233703149027,0.0,0.0,0.0,Low Risk
15574692,667,2,0,39,2,0.0,2,1,0,40721.24,1,1,0,1,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15611325,682,1,1,24,9,57929.81,2,0,0,53134.3,0,1,0,0,0,0,10.96700464638546,0.5,0.0,0.25,Low Risk
15587562,484,0,0,29,4,130114.39,1,1,0,164017.89,0,0,1,0,0,1,11.77617695112475,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15613172,628,1,1,27,5,95826.49,2,1,0,155996.96,0,2,0,0,0,0,11.470304874779405,1.0,0.0,0.5,Medium Risk
15651022,480,1,1,44,10,129608.57,1,1,0,5472.7,1,0,1,0,0,1,11.772281902766673,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15586310,578,0,1,30,4,169462.09,1,1,0,112187.11,0,0,0,0,0,0,12.040390423977808,0.0,0.0,0.0,Low Risk
15625524,512,0,1,40,5,0.0,2,1,1,146457.83,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15755209,484,2,0,35,7,133868.21,1,1,1,27286.1,0,0,1,0,0,1,11.804618557515052,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15645248,510,0,0,30,0,0.0,2,1,1,130553.47,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15790355,606,1,1,36,5,190479.48,2,0,0,179351.89,0,2,0,0,0,0,12.15730500110717,1.0,0.0,0.5,Medium Risk
15762615,597,2,0,40,8,101993.12,1,0,1,94774.12,0,0,0,0,0,0,11.532670443545928,0.0,0.0,0.0,Low Risk
15625426,754,1,0,55,3,161608.81,1,1,0,8080.85,1,0,0,0,0,0,11.992940128672176,0.0,0.0,0.0,Low Risk
15716334,850,2,0,45,2,122311.21,1,1,1,19482.5,0,0,0,0,0,0,11.714332153159638,0.0,0.0,0.0,Low Risk
15621075,778,1,0,45,1,162150.42,2,1,0,174531.27,0,2,0,1,0,1,11.996285869020586,1.0,0.3333333333333333,0.6666666666666666,High Risk
15810845,636,0,1,42,2,0.0,2,1,1,55470.78,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15719377,804,0,0,50,4,0.0,1,1,1,8546.87,1,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15654506,514,0,1,32,8,0.0,2,1,0,95857.18,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15771977,730,0,0,39,1,99010.67,1,1,0,194945.8,0,0,0,1,0,1,11.502993000957447,0.0,0.3333333333333333,0.16666666666666666,Low Risk
15708710,525,2,0,37,0,0.0,1,0,1,131521.72,0,1,1,0,1,2,0.0,0.5,0.6666666666666666,0.5833333333333333,Medium Risk
15726676,616,2,1,30,5,0.0,2,0,1,196108.51,0,1,0,0,1,1,0.0,0.5,0.3333333333333333,0.41666666666666663,Medium Risk
15587421,687,1,0,34,7,111388.18,2,1,0,148564.76,0,2,0,0,0,0,11.62078547428956,1.0,0.0,0.5,Medium Risk
15726931,715,0,0,41,8,56214.85,2,0,0,92982.61,1,1,0,0,0,0,10.93695402458898,0.5,0.0,0.25,Low Risk
15771086,512,0,0,36,3,84327.77,2,1,0,17675.36,0,2,1,0,0,1,11.342478366905576,1.0,0.3333333333333333,0.6666666666666666,High Risk
15756850,479,0,1,40,1,0.0,2,0,0,114996.43,0,1,1,1,1,3,0.0,0.5,1.0,0.75,High Risk
15702741,601,0,1,32,8,93012.89,1,1,0,86957.42,0,0,0,0,0,0,11.44050411582178,0.0,0.0,0.0,Low Risk
15679200,580,2,1,29,9,61710.44,2,1,0,128077.8,0,2,0,0,0,0,11.030224605996674,1.0,0.0,0.5,Medium Risk
15594815,807,0,1,35,3,174790.15,1,1,1,600.36,0,0,0,0,0,0,12.071347111631248,0.0,0.0,0.0,Low Risk
